date,title,amount
2024-12-20,boleto,1179.06
2024-12-20,boleto,636.62
2024-12-20,boleto,291.79
2024-12-05,Pagamento recebido,-2530.82
2024-12-04,Pg *Ton Wires Othon - Parcela 2/12,458.33
2024-12-04,Bmb*Energisa - Parcela 3/5,173.82
2024-12-04,Ricardo Esportes - Parcela 3/12,249.99
